airline,src,dest,codeshare,stops,equipment
G4,PGD,PIA,,0,M80
G4,PGD,RFD,,0,M80
G4,PGD,SBN,,0,M80
G4,PGD,SGF,,0,M80
G4,PGD,SPI,,0,M80
G4,PGD,TOL,,0,M80
G4,PGD,TYS,,0,M80
G4,PGD,YNG,,0,M80
G4,PHF,SFB,,0,320
G4,PIA,LAS,,0,M80
G4,PIA,PGD,,0,M80
G4,PIA,PIE,,0,M80 320
G4,PIE,ABE,,0,M80 320
G4,PIE,AVL,,0,320
G4,PIE,BGR,,0,320
G4,PIE,CHA,,0,320
G4,PIE,CID,,0,320
G4,PIE,DSM,,0,M80
G4,PIE,ELM,,0,M80
G4,PIE,FAR,,0,M80
G4,PIE,FSD,,0,320
G4,PIE,FWA,,0,M80 320
G4,PIE,GRR,,0,320
G4,PIE,GSO,,0,320
G4,PIE,GSP,,0,M80 320
G4,PIE,HTS,,0,320
G4,PIE,IAG,,0,M80
G4,PIE,LCK,,0,320
G4,PIE,LEX,,0,320
G4,PIE,MDT,,0,M80
G4,PIE,MLI,,0,M80
G4,PIE,PIA,,0,M80 320
G4,PIE,RFD,,0,320
G4,PIE,ROA,,0,M80
G4,PIE,SBN,,0,M80
G4,PIE,SGF,,0,320
G4,PIE,SWF,,0,M80
G4,PIE,SYR,,0,320
G4,PIE,TOL,,0,320
G4,PIE,TRI,,0,M80
G4,PIE,TYS,,0,M80 320
G4,PIE,YNG,,0,M80
G4,PSC,LAS,,0,M80
G4,PSM,SFB,,0,M80
G4,PSP,BLI,,0,M80
G4,PVU,LAX,,0,319
G4,PVU,OAK,,0,319
G4,RAP,LAS,,0,M80
G4,RFD,LAS,,0,M80
G4,RFD,PGD,,0,M80
G4,RFD,PIE,,0,320
G4,RFD,SFB,,0,320
G4,RNO,LAS,,0,M80
G4,ROA,PIE,,0,M80
G4,ROA,SFB,,0,320
G4,SAN,BLI,,0,M80
G4,SBN,LAS,,0,M80
G4,SBN,PGD,,0,M80
G4,SBN,PIE,,0,M80
G4,SBN,SFB,,0,320
G4,SCK,LAS,,0,M80
G4,SFB,ABE,,0,320 M80
G4,SFB,ATW,,0,320
G4,SFB,AVL,,0,M80
G4,SFB,AVP,,0,M80
G4,SFB,BGR,,0,320
G4,SFB,BIS,,0,320
G4,SFB,BLV,,0,M80
G4,SFB,BMI,,0,320
G4,SFB,BTV,,0,M80
G4,SFB,CHA,,0,M80
G4,SFB,CID,,0,M80
G4,SFB,CKB,,0,320
G4,SFB,CVG,,0,320
G4,SFB,DSM,,0,M80
G4,SFB,ELM,,0,320 M80
G4,SFB,FAR,,0,320
G4,SFB,FSD,,0,320
G4,SFB,FWA,,0,M80
G4,SFB,GFK,,0,320
G4,SFB,GRR,,0,M80
G4,SFB,GSO,,0,M80
G4,SFB,GSP,,0,320
G4,SFB,HGR,,0,M80
G4,SFB,HTS,,0,M80
G4,SFB,IAG,,0,320
G4,SFB,LAN,,0,M80
G4,SFB,LCK,,0,M80
G4,SFB,LEX,,0,M80 320
G4,SFB,LIT,,0,M80
G4,SFB,MDT,,0,M80
G4,SFB,MLI,,0,320
G4,SFB,OKC,,0,320
G4,SFB,OWB,,0,M80
G4,SFB,PHF,,0,320
G4,SFB,PSM,,0,M80
G4,SFB,RFD,,0,320
G4,SFB,ROA,,0,320
G4,SFB,SBN,,0,320
G4,SFB,SGF,,0,M80
G4,SFB,SPI,,0,M80
G4,SFB,TOL,,0,M80
G4,SFB,TRI,,0,M80
G4,SFB,TUL,,0,320
G4,SFB,TYS,,0,M80 320
G4,SFB,XNA,,0,320
G4,SFB,YNG,,0,M80
G4,SGF,LAS,,0,M80
G4,SGF,PGD,,0,M80
G4,SGF,PIE,,0,320
G4,SGF,SFB,,0,M80
G4,SHV,LAS,,0,M80
G4,SMX,LAS,,0,M80
G4,SWF,PIE,,0,M80
G4,SYR,PIE,,0,320
G4,TOL,PGD,,0,M80
G4,TOL,PIE,,0,320
G4,TOL,SFB,,0,M80
G4,TRI,PIE,,0,M80
G4,TRI,SFB,,0,M80
G4,TUL,SFB,,0,320
G4,TYS,FLL,,0,M80
G4,TYS,PGD,,0,M80
G4,TYS,PIE,,0,M80 320
G4,TYS,SFB,,0,M80 320
G4,XNA,LAS,,0,M80
G4,XNA,SFB,,0,320
G4,YNG,MYR,,0,M80
G4,YNG,PGD,,0,M80
G4,YNG,PIE,,0,M80
G4,YNG,SFB,,0,M80
GV,AKN,DLG,,0,BEC
GV,AKN,KLL,,0,BEC
GV,AKN,WSN,,0,BEC
GV,ANC,ENA,,0,BEC
GV,CDB,KFP,,0,BEC
GV,CDB,KVC,,0,BEC
GV,DLG,AKN,,0,BEC
GV,DUT,KQA,,0,BEC
GV,ENA,ANC,,0,BEC
GV,IGG,AKN,,0,BEC
GV,KFP,CDB,,0,BEC
GV,KLL,IGG,,0,BEC
GV,KQA,DUT,,0,BEC
GV,KVC,CDB,,0,BEC
GV,PTH,AKN,,0,BEC
HA,HNL,ITO,,0,717
HA,HNL,JFK,,0,332
HA,HNL,KOA,,0,717
HA,HNL,LAS,,0,332
HA,HNL,LAX,,0,332
HA,HNL,LIH,,0,717
HA,HNL,LNY,,0,AT5
HA,HNL,MKK,,0,AT5
HA,HNL,OAK,,0,763
HA,HNL,OGG,,0,717
HA,HNL,PDX,,0,332
HA,HNL,PHX,,0,763
HA,HNL,PPG,,0,763
HA,HNL,SAN,,0,332
HA,HNL,SEA,,0,332
HA,HNL,SFO,,0,332
HA,HNL,SMF,,0,763
HA,ITO,HNL,,0,717
HA,ITO,OGG,,0,717
HA,JFK,HNL,,0,332
HA,JFK,LAS,Y,0,320
HA,KOA,HNL,,0,717
HA,KOA,OGG,,0,717
HA,LAS,HNL,,0,332
HA,LAS,JFK,Y,0,320
HA,LAS,SFO,Y,0,320
HA,LAX,HNL,,0,332
HA,LAX,OGG,,0,763
HA,LIH,HNL,,0,717
HA,LIH,OGG,,0,717
HA,LNY,HNL,,0,AT5
HA,MKK,HNL,,0,AT5
HA,OAK,HNL,,0,763
HA,OAK,OGG,,0,763
HA,OGG,HNL,,0,717
HA,OGG,ITO,,0,717
HA,OGG,KOA,,0,717
HA,OGG,LAX,,0,763
HA,OGG,LIH,,0,717
HA,OGG,OAK,,0,763
HA,OGG,SEA,,0,332
HA,OGG,SJC,,0,763
HA,PDX,HNL,,0,332
HA,PHX,HNL,,0,763
HA,PPG,HNL,,0,763
HA,SAN,HNL,,0,332
HA,SEA,HNL,,0,332
HA,SEA,OGG,,0,332
HA,SFO,HNL,,0,332
HA,SFO,LAS,Y,0,320
HA,SJC,OGG,,0,763
HA,SMF,HNL,,0,763
HM,AUH,SEZ,Y,0,320 332
HM,SEZ,AUH,Y,0,320 332
HU,AUH,PVG,Y,0,333
HU,LAX,PVG,Y,0,777
HU,ORD,PVG,Y,0,777
HU,PVG,AUH,Y,0,333
HU,PVG,LAX,Y,0,777
HU,PVG,ORD,Y,0,777
IB,ATL,MIA,Y,0,738
IB,ATL,ORD,Y,0,E75
IB,MIA,ATL,Y,0,ER4 738
IB,MIA,MSY,Y,0,738
IB,MSY,MIA,Y,0,738
IB,ORD,ATL,Y,0,CR7
IB,ORD,MSY,Y,0,E75
J5,AGN,TKE,,0,DHP
J5,ELV,JNU,,0,DHP
J5,GST,JNU,,0,PA1
J5,HNH,JNU,,0,CNA
J5,HNS,JNU,,0,CNA
J5,HNS,SGY,,0,CNC
J5,JNU,AGN,,0,DHP
J5,JNU,GST,,0,PA1
J5,JNU,HNH,,0,CNA
J5,JNU,HNS,,0,CNC CNA
J5,JNU,PEC,,0,DHP
J5,JNU,SGY,,0,CNA
J5,PEC,ELV,,0,DHP
J5,SGY,JNU,,0,CNC CNA
J5,TKE,JNU,,0,DHP
JJ,MAO,MIA,,0,738 763
JJ,MIA,BWI,,0,777
JJ,MIA,MAO,,0,763 738
JL,BOS,MSY,Y,0,E90
JL,DFW,MSY,Y,0,M80 M83
JL,JFK,MSY,Y,0,E90
JL,MSY,JFK,Y,0,E90
JL,ORD,ATL,Y,0,E75
JL,ORD,MSY,Y,0,E75
K3,HYG,KTN,,0,DHP
K3,KTB,CGA,,0,DHP
K3,KTN,HYG,,0,DHP
K3,KTN,KCC,,0,DHP
K3,KTN,KPB,,0,DHP
K3,KTN,KTB,,0,DHP
K3,KTN,MTM,,0,DHP
K3,MTM,KTN,,0,DHP
K5,AHN,BNA,,0,CNC
K5,BNA,AHN,,0,CNC
K5,BNA,MKL,,0,CNC
K5,BUR,IPL,,0,CNC
K5,DAL,ELD,,0,CNC
K5,ELD,DAL,,0,CNC
K5,ELD,HOT,,0,CNC
K5,GST,HNH,,0,CNC
K5,GST,JNU,,0,CN1 CNC
K5,HNH,GST,,0,CNC
K5,HNH,JNU,,0,CNC CN1
K5,HNS,JNU,,0,CNC CN1
K5,HNS,SGY,,0,CNC
K5,HOT,ELD,,0,CNC
K5,HOT,MEM,,0,CNC
K5,HRO,MCI,,0,CNC
K5,HRO,MEM,,0,CNC
K5,IPL,BUR,,0,CNC
K5,IPL,SAN,,0,CNC
K5,JNU,GST,,0,CNC CN1
K5,JNU,HNH,,0,CNC CN1
K5,JNU,HNS,,0,CN1 CNC
K5,JNU,SGY,,0,CNC CN1
K5,MCI,HRO,,0,CNC
K5,MCI,SLN,,0,CNC
K5,MEM,ELD,,0,CNC
K5,MEM,HOT,,0,CNC
K5,MEM,HRO,,0,CNC
K5,MEM,MKL,,0,CNC
K5,MKL,BNA,,0,CNC
K5,MKL,MEM,,0,CNC
K5,OTH,PDX,,0,CNC
K5,PDT,PDX,,0,CNC
K5,PDX,OTH,,0,CNC
K5,PDX,PDT,,0,CNC
K5,SAN,IPL,,0,CNC
K5,SGY,HNS,,0,CNC
K5,SGY,JNU,,0,CNC CN1
K5,SLN,MCI,,0,CNC
KE,ATL,JFK,,0,74N
KL,ABE,ATL,Y,0,CRJ
KL,ABQ,ATL,Y,0,757 320
KL,ABY,ATL,Y,0,CRJ
KL,AEX,ATL,Y,0,CRJ
KL,AGS,ATL,Y,0,CRJ 717
KL,ALB,ATL,Y,0,M88 CR9
KL,ATL,ABE,Y,0,717
KL,ATL,ABQ,Y,0,757
KL,ATL,ABY,Y,0,CRJ
KL,ATL,AEX,Y,0,CRJ CR9
KL,ATL,AGS,Y,0,717 M88 CRJ
KL,ATL,ALB,Y,0,M88
KL,ATL,ATW,Y,0,CR9
KL,ATL,AUS,Y,0,M90 M88
KL,ATL,AVL,Y,0,CRJ M88
KL,ATL,AVP,Y,0,CR7
KL,ATL,BDL,Y,0,M88
KL,ATL,BHM,Y,0,M88
KL,ATL,BMI,Y,0,CR9
KL,ATL,BNA,Y,0,319 M88 738 73H 717 320
KL,ATL,BOS,Y,0,757 320 319
KL,ATL,BQK,Y,0,CRJ
KL,ATL,BTR,Y,0,CR7 CRJ
KL,ATL,BTV,Y,0,CR9
KL,ATL,BUF,Y,0,M90 M88
KL,ATL,BWI,Y,0,757 320 M90
KL,ATL,CAE,Y,0,M88 CRJ
KL,ATL,CAK,Y,0,M88
KL,ATL,CHA,Y,0,CRJ M88
KL,ATL,CHO,Y,0,CRJ
KL,ATL,CHS,Y,0,M88 73W 717 319
KL,ATL,CID,Y,0,CRJ
KL,ATL,CLE,Y,0,717 CR9
KL,ATL,CLT,Y,0,M88 M90 319
KL,ATL,CMH,Y,0,73W M88 738
KL,ATL,COS,Y,0,738
KL,ATL,CRW,Y,0,319
KL,ATL,CSG,Y,0,CRJ
KL,ATL,CVG,Y,0,M88 738
KL,ATL,DAB,Y,0,M90 757
KL,ATL,DAL,Y,0,CRJ
KL,ATL,DAY,Y,0,M88
KL,ATL,DCA,Y,0,M90 320
KL,ATL,DEN,Y,0,757 M90
KL,ATL,DFW,Y,0,M88
KL,ATL,DHN,Y,0,CRJ
KL,ATL,DSM,Y,0,M88
KL,ATL,DTW,Y,0,320 73H M90 757
KL,ATL,ELP,Y,0,M88
KL,ATL,EVV,Y,0,CRJ
KL,ATL,EWN,Y,0,CRJ
KL,ATL,EWR,Y,0,717
KL,ATL,EYW,Y,0,CR7
KL,ATL,FAY,Y,0,CRJ 73W
KL,ATL,FLL,Y,0,757 739
KL,ATL,FNT,Y,0,M88
KL,ATL,FSM,Y,0,CRJ
KL,ATL,FWA,Y,0,CRJ
KL,ATL,GNV,Y,0,CR9 717
KL,ATL,GPT,Y,0,CRJ M88
KL,ATL,GRB,Y,0,CR7
KL,ATL,GRK,Y,0,CR9
KL,ATL,GRR,Y,0,320 M88
KL,ATL,GSO,Y,0,M88 320 319
KL,ATL,GSP,Y,0,319 M88 CRJ
KL,ATL,GTR,Y,0,CRJ
KL,ATL,HOU,Y,0,M88
KL,ATL,HPN,Y,0,CR7
KL,ATL,HSV,Y,0,717 M88
KL,ATL,IAD,Y,0,M88 CR7
KL,ATL,IAH,Y,0,717 320 M88
KL,ATL,ICT,Y,0,M88
KL,ATL,ILM,Y,0,CRJ 319
KL,ATL,IND,Y,0,M88 M90
KL,ATL,JAN,Y,0,717 CR9 M88
KL,ATL,JAX,Y,0,757
KL,ATL,JFK,Y,0,319 752 738 M88 73H
KL,ATL,LAS,Y,0,757 753
KL,ATL,LAX,Y,0,763 757 739
KL,ATL,LEX,Y,0,CR9 M88 CRJ
KL,ATL,LFT,Y,0,CRJ
KL,ATL,LGA,Y,0,738 M88 757
KL,ATL,LIT,Y,0,M88
KL,ATL,MCI,Y,0,M90 757
KL,ATL,MCO,Y,0,757 739
KL,ATL,MDT,Y,0,CRJ M88
KL,ATL,MDW,Y,0,320 717 319
KL,ATL,MEM,Y,0,M88
KL,ATL,MGM,Y,0,CRJ
KL,ATL,MHT,Y,0,320
KL,ATL,MIA,Y,0,757 320
KL,ATL,MKE,Y,0,M90 M88
KL,ATL,MLB,Y,0,M88
KL,ATL,MLI,Y,0,CR7 CR9
KL,ATL,MLU,Y,0,CRJ
KL,ATL,MOB,Y,0,CRJ CR9 717 CR7
KL,ATL,MSN,Y,0,73W
KL,ATL,MSP,Y,0,757 M90
KL,ATL,MSY,Y,0,M88 757
KL,ATL,MYR,Y,0,M88
KL,ATL,OAJ,Y,0,CRJ CR9
KL,ATL,OKC,Y,0,M88
KL,ATL,OMA,Y,0,CR7 M88
KL,ATL,ORD,Y,0,757 319 320 M90 M88
KL,ATL,ORF,Y,0,M90 M88
KL,ATL,PBI,Y,0,757
KL,ATL,PDX,Y,0,73H 738
KL,ATL,PHF,Y,0,CRJ
KL,ATL,PHL,Y,0,M90 757 M88
KL,ATL,PHX,Y,0,73H 757 738
KL,ATL,PIA,Y,0,CRJ
KL,ATL,PIT,Y,0,CR9 M88
KL,ATL,PNS,Y,0,M90
KL,ATL,PVD,Y,0,M88
KL,ATL,PWM,Y,0,M88
KL,ATL,RDU,Y,0,M88 739 320
KL,ATL,RIC,Y,0,M88 M90
KL,ATL,ROA,Y,0,CRJ 319 CR9
KL,ATL,ROC,Y,0,M90
KL,ATL,RSW,Y,0,M88 757
KL,ATL,SAN,Y,0,763 739
KL,ATL,SAT,Y,0,M90 757
KL,ATL,SAV,Y,0,M88 717 319
KL,ATL,SBN,Y,0,CRJ
KL,ATL,SDF,Y,0,M88 M90
KL,ATL,SEA,Y,0,76W 757 763
KL,ATL,SFO,Y,0,739 763 757
KL,ATL,SGF,Y,0,CRJ CR9
KL,ATL,SHV,Y,0,CRJ
KL,ATL,SJC,Y,0,738
KL,ATL,SJU,Y,0,757
KL,ATL,SLC,Y,0,763 757
KL,ATL,SMF,Y,0,757
KL,ATL,SNA,Y,0,757
KL,ATL,SRQ,Y,0,757
KL,ATL,STL,Y,0,M90 757
KL,ATL,STT,Y,0,757
KL,ATL,SYR,Y,0,M88
KL,ATL,TLH,Y,0,CRJ M88 319
KL,ATL,TPA,Y,0,757 739
KL,ATL,TRI,Y,0,CRJ 319
KL,ATL,TUL,Y,0,CR7 M88 CR9
KL,ATL,TUS,Y,0,M90
KL,ATL,TYS,Y,0,CR7 CRJ 717 CR9
KL,ATL,VLD,Y,0,CRJ
KL,ATL,VPS,Y,0,M88 319 717
KL,ATL,XNA,Y,0,CRJ CR9 717 CR7
KL,ATW,ATL,Y,0,CR7 CR9
KL,AUS,ATL,Y,0,M90 M88
KL,AVL,ATL,Y,0,CRJ
KL,AVP,ATL,Y,0,CR7
KL,BDL,ATL,Y,0,M88 320 73W
KL,BHM,ATL,Y,0,M88
KL,BMI,ATL,Y,0,CR9 CR7
KL,BNA,ATL,Y,0,M88 738 320 717 319
KL,BOS,ATL,Y,0,757 M90 M88
KL,BQK,ATL,Y,0,CRJ
KL,BTR,ATL,Y,0,CRJ CR7 319 CR9
KL,BTV,ATL,Y,0,CR9
KL,BUF,ATL,Y,0,M90 M88
KL,BWI,ATL,Y,0,M88 M90 757 73W
KL,CAE,ATL,Y,0,M88 319 CRJ 717
KL,CAK,ATL,Y,0,M88 CR9
KL,CHA,ATL,Y,0,CRJ
KL,CHO,ATL,Y,0,CRJ
KL,CHS,ATL,Y,0,73W M88 319
KL,CID,ATL,Y,0,CRJ CR9
KL,CLE,ATL,Y,0,M88 717 CR9
KL,CLT,ATL,Y,0,M90 M88
KL,CMH,ATL,Y,0,M88 73W 738 319
KL,COS,ATL,Y,0,738
KL,CRW,ATL,Y,0,CRJ
KL,CSG,ATL,Y,0,CRJ
KL,CVG,ATL,Y,0,M88 738 319
KL,DAB,ATL,Y,0,M90 M88
KL,DAL,ATL,Y,0,CRJ
KL,DAY,ATL,Y,0,M88
KL,DCA,ATL,Y,0,M90 M88
KL,DEN,ATL,Y,0,757 M90
KL,DFW,ATL,Y,0,M88 319
KL,DHN,ATL,Y,0,CRJ
KL,DSM,ATL,Y,0,M88 CR7 CR9
KL,DTW,ATL,Y,0,M88 73H 757 320 738 739
KL,DTW,MSY,Y,0,319 CR7
KL,ELP,ATL,Y,0,M88
KL,EVV,ATL,Y,0,CRJ
KL,EWN,ATL,Y,0,CRJ
KL,EWR,ATL,Y,0,717 319
KL,EYW,ATL,Y,0,73W
KL,FAY,ATL,Y,0,CRJ
KL,FLL,ATL,Y,0,757
KL,FNT,ATL,Y,0,M88
KL,FSM,ATL,Y,0,CRJ
KL,FWA,ATL,Y,0,CRJ
KL,GNV,ATL,Y,0,CR9 CR7
KL,GPT,ATL,Y,0,M88 CRJ CR7
KL,GRB,ATL,Y,0,CR9 CR7
KL,GRK,ATL,Y,0,CR9 CR7
KL,GRR,ATL,Y,0,320 717 M88 319
KL,GSO,ATL,Y,0,CR7 M88
KL,GSP,ATL,Y,0,CR7 319 717 M88 CRJ
KL,GTR,ATL,Y,0,CRJ
KL,HNL,ATL,Y,0,333
KL,HNL,LAX,Y,0,757
KL,HOU,ATL,Y,0,M88
KL,HPN,ATL,Y,0,CR7
KL,HSV,ATL,Y,0,717 CRJ
KL,IAD,ATL,Y,0,M88 320
KL,IAH,ATL,Y,0,M88 717 319
KL,ICT,ATL,Y,0,CR7 CR9
KL,ILM,ATL,Y,0,CRJ
KL,IND,ATL,Y,0,M88 320
KL,JAN,ATL,Y,0,717 CR9 CRJ
KL,JAX,ATL,Y,0,757
KL,JFK,ATL,Y,0,319 738 752 M88
KL,JFK,MSY,Y,0,CR9
KL,JNU,KTN,Y,0,737
KL,KTN,SEA,Y,0,734
KL,KTN,SIT,Y,0,737
KL,LAS,ATL,Y,0,757
KL,LAX,ATL,Y,0,757
KL,LAX,KOA,Y,0,757
KL,LAX,MSP,Y,0,757 753
KL,LAX,MSY,Y,0,319
KL,LAX,OGG,Y,0,757
KL,LEX,ATL,Y,0,CR9 CRJ
KL,LFT,ATL,Y,0,CRJ
KL,LGA,ATL,Y,0,757 M88 73W
KL,LIT,ATL,Y,0,M88
KL,MCI,ATL,Y,0,M88 M90 757
KL,MCO,ATL,Y,0,757 739
KL,MDT,ATL,Y,0,CRJ
KL,MDW,ATL,Y,0,717 320 319
KL,MEM,ATL,Y,0,M88 320
KL,MGM,ATL,Y,0,CRJ
KL,MHT,ATL,Y,0,320
KL,MIA,ATL,Y,0,757 M88 M90
KL,MKE,ATL,Y,0,M88 M90
KL,MLB,ATL,Y,0,M88
KL,MLI,ATL,Y,0,CR7 CR9
KL,MLU,ATL,Y,0,CRJ
KL,MOB,ATL,Y,0,717 CR9 CR7 CRJ
KL,MSN,ATL,Y,0,73W CR7 320 CR9
KL,MSP,ATL,Y,0,320 757 739
KL,MSP,LAX,Y,0,757
KL,MSP,MSY,Y,0,E75 CR9
KL,MSP,SEA,Y,0,757
KL,MSP,SFO,Y,0,757
KL,MSY,ATL,Y,0,757 M90 M88
KL,MSY,DTW,Y,0,319 CR9 CR7 M88
KL,MSY,JFK,Y,0,CR9
KL,MSY,LAX,Y,0,319
KL,MYR,ATL,Y,0,CR7 CR9 717 319
KL,OAJ,ATL,Y,0,CRJ
KL,OGG,LAX,Y,0,757
KL,OKC,ATL,Y,0,CR9 M88
KL,OMA,ATL,Y,0,CR7 M88
KL,ORD,ATL,Y,0,717 M88 319
KL,ORF,ATL,Y,0,M90 M88 319
KL,PBI,ATL,Y,0,M90 757
KL,PDX,ATL,Y,0,739 738 73H
KL,PHF,ATL,Y,0,CRJ
KL,PHL,ATL,Y,0,M90 320 M88 73H
KL,PHX,ATL,Y,0,757
KL,PIA,ATL,Y,0,CRJ
KL,PIT,ATL,Y,0,M88 CR9
KL,PNS,ATL,Y,0,M90
KL,PSP,SFO,Y,0,737
KL,PVD,ATL,Y,0,M88
KL,RDU,ATL,Y,0,M88 M90
KL,RIC,ATL,Y,0,M88 73H
KL,ROA,ATL,Y,0,CRJ
KL,ROC,ATL,Y,0,M90 M88
KL,RSW,ATL,Y,0,M90 M88
KL,SAN,ATL,Y,0,763 739
KL,SAT,ATL,Y,0,757 M90
KL,SAV,ATL,Y,0,717 M88 319
KL,SBN,ATL,Y,0,CRJ
KL,SDF,ATL,Y,0,M88
KL,SEA,ATL,Y,0,76W 763
KL,SEA,HNL,Y,0,753
KL,SEA,KTN,Y,0,737
KL,SFO,ATL,Y,0,763 757
KL,SFO,HNL,Y,0,753
KL,SFO,SEA,Y,0,734
KL,SGF,ATL,Y,0,CRJ
KL,SHV,ATL,Y,0,CRJ
KL,SIT,JNU,Y,0,737
KL,SJC,ATL,Y,0,738
KL,SJU,ATL,Y,0,73H 757 753
KL,SLC,ATL,Y,0,763 757 738
KL,SLC,LAX,Y,0,757
KL,SMF,ATL,Y,0,757
KL,SNA,ATL,Y,0,757
KL,SRQ,ATL,Y,0,M90
KL,STL,ATL,Y,0,M90 M88 319
KL,STT,ATL,Y,0,757
KL,SYR,ATL,Y,0,M88 CR9
KL,TLH,ATL,Y,0,319 M88 CRJ 717
KL,TPA,ATL,Y,0,757 739
KL,TRI,ATL,Y,0,CRJ
KL,TUL,ATL,Y,0,CR7 CR9
KL,TUS,ATL,Y,0,M90
KL,TYS,ATL,Y,0,717 CR7 CRJ CR9
KL,VLD,ATL,Y,0,CRJ
KL,VPS,ATL,Y,0,717 319 M88
KL,XNA,ATL,Y,0,CRJ CR7 CR9
KO,ANC,ILI,,0,
KO,ILI,ANC,,0,
KS,AKN,ANC,,0,SF3
KS,ANC,AKN,,0,SF3
KS,ANC,ANI,,0,SF3
KS,ANC,CDB,,0,SF3
KS,ANC,DLG,,0,SF3
KS,ANC,MCG,,0,SF3
KS,ANC,SDP,,0,SF3
KS,ANC,SNP,,0,SF3
KS,ANC,UNK,,0,SF3
KS,ANI,ANC,,0,SF3
KS,ANI,MCG,,0,SF3
KS,BOS,ISP,,0,SF3
KS,BOS,PQI,,0,SF3
KS,CDB,ANC,,0,SF3
KS,DLG,ANC,,0,SF3
KS,ISP,BOS,,0,SF3
KS,MCG,ANC,,0,SF3
KS,MCG,ANI,,0,SF3
KS,PQI,BOS,,0,SF3
KS,SDP,ANC,,0,SF3
KS,SNP,ANC,,0,SF3
KS,UNK,ANC,,0,SF3
KX,GCM,JFK,,0,733
KX,GCM,MIA,,0,733
KX,GCM,ORD,,0,733
KX,GCM,TPA,,0,733
KX,JFK,GCM,,0,733
KX,MIA,GCM,,0,733
KX,ORD,GCM,,0,733
KX,TPA,GCM,,0,733
LH,ATL,IAD,Y,0,CRJ
LH,ATL,ORD,Y,0,CR7
LH,EWR,MSY,Y,0,320 E70
LH,IAD,ATL,Y,0,CRJ
LH,IAD,MSY,Y,0,738 739
LH,IAH,MSY,Y,0,73G 320 ERJ 738 CR7
LH,JFK,MSY,Y,0,E90
LH,MSY,EWR,Y,0,738 ERJ
LH,MSY,IAD,Y,0,320 319
LH,MSY,IAH,Y,0,CR7 738 ERJ
LH,MSY,JFK,Y,0,E90 320
LH,ORD,ATL,Y,0,CR7 E70
LI,AXA,STT,,0,AT7 AT4
LI,STT,AXA,,0,DH3
LV,MLE,PVG,,0,763
LV,PVG,MLE,,0,763
LW,ABQ,CNM,,0,CNC
LW,ABQ,LAM,,0,CNC
LW,CNM,ABQ,,0,CNC
LW,HGR,IAD,Y,0,PA2
LW,IAD,HGR,Y,0,PA2
LW,IAD,LNS,Y,0,PA2
LW,IAH,VCT,Y,0,PA2
LW,LAM,ABQ,,0,CNC
LW,LNS,IAD,Y,0,PA2
LW,VCT,IAH,Y,0,PA2
M5,BFI,CLM,,0,CNC
M5,CLM,BFI,,0,CNC
MH,ATL,ORD,Y,0,E75 CR7
MH,ORD,ATL,Y,0,E75 CR7
MU,DTW,PVG,Y,0,77L 777
MU,HNL,PVG,,0,332
MU,JFK,PVG,,0,346
MU,LAX,PVG,,0,346
MU,PVG,DTW,Y,0,77L
MU,PVG,HNL,,0,332
MU,PVG,JFK,,0,346
MU,PVG,LAX,,0,346
MU,PVG,SEA,,0,332
MU,PVG,SFO,,0,332
MU,SEA,PVG,,0,332
MU,SFO,PVG,,0,332
MW,HNL,JHM,,0,CNA
MW,HNL,MKK,,0,CNA
MW,HNL,OGG,,0,CNA
MW,HNM,OGG,,0,CNA
MW,JHM,HNL,,0,CNA
MW,JHM,KOA,,0,CNA
MW,KOA,JHM,,0,CNA
MW,KOA,OGG,,0,CNA
MW,LNY,MKK,,0,CNA
MW,LNY,OGG,,0,CNA
MW,MKK,HNL,,0,CNA
MW,MKK,OGG,,0,CNA
MW,MUE,OGG,,0,CNA
MW,OGG,HNL,,0,CNA
MW,OGG,HNM,,0,CNA
MW,OGG,KOA,,0,CNA
MW,OGG,LNY,,0,CNA
MW,OGG,MKK,,0,CNA
MW,OGG,MUE,,0,CNA
NH,ATL,IAD,Y,0,ERJ E70
NH,ATL,ORD,Y,0,CR7
NH,IAD,ATL,Y,0,CRJ
NH,MSY,ORD,Y,0,CR7
NH,ORD,ATL,Y,0,CR7
NH,ORD,MSY,Y,0,320 ERJ 319
NK,ACY,BOS,,0,319
NK,ACY,DTW,,0,319
NK,ACY,FLL,,0,320 319
NK,ACY,MCO,,0,320
NK,ACY,MYR,,0,320
NK,ACY,ORD,,0,319
NK,ACY,RSW,,0,319
NK,ACY,TPA,,0,319
NK,ATL,DFW,,0,320
NK,ATL,FLL,,0,320 319
NK,BOS,ACY,,0,319
NK,BOS,DFW,,0,319
NK,BOS,FLL,,0,319
NK,BOS,MYR,,0,320 319
NK,BOS,ORD,,0,319
NK,BQN,FLL,,0,320 319
NK,BWI,DFW,,0,320
NK,BWI,FLL,,0,320
NK,BWI,LAS,,0,320
NK,BWI,MSP,,0,319
NK,BWI,MYR,,0,320
NK,CRW,MYR,,0,319
NK,DEN,DFW,,0,320 319
NK,DEN,DTW,,0,320
NK,DEN,FLL,,0,319
NK,DEN,IAH,,0,320
NK,DEN,LAS,,0,319
NK,DEN,MSP,,0,319
NK,DEN,ORD,,0,320
NK,DEN,PHX,,0,320 319
NK,DFW,ATL,,0,320
NK,DFW,BOS,,0,319
NK,DFW,BWI,,0,320
NK,DFW,DEN,,0,320 319
